"Expt","Date","DAP","Temp"
"Metaponto, Italy 2017","2018-05-18",171,15.33
"Metaponto, Italy 2017","2018-05-19",172,19.69
"Metaponto, Italy 2017","2018-05-20",173,20.62
"Metaponto, Italy 2017","2018-05-21",174,21.055
"Metaponto, Italy 2017","2018-05-22",175,21.955
"Metaponto, Italy 2017","2018-05-23",176,20.425
"Metaponto, Italy 2017","2018-05-24",177,21.865
"Metaponto, Italy 2017","2018-05-25",178,22.95
"Metaponto, Italy 2017","2018-05-26",179,24.05
"Metaponto, Italy 2017","2018-05-27",180,25.11
"Metaponto, Italy 2017","2018-05-28",181,24.375
"Metaponto, Italy 2017","2018-05-29",182,25.34
"Metaponto, Italy 2017","2018-05-30",183,24.63
"Metaponto, Italy 2017","2018-05-31",184,23.715
"Metaponto, Italy 2017","2018-06-01",185,26.06
"Metaponto, Italy 2017","2018-06-02",186,25.84
"Metaponto, Italy 2017","2018-06-03",187,25.11
"Metaponto, Italy 2017","2018-06-04",188,24.355
"Metaponto, Italy 2017","2018-06-05",189,25.005
"Rosthern, Canada 2016","2016-05-12",6,4.1455
"Rosthern, Canada 2016","2016-05-13",7,8.833
"Rosthern, Canada 2016","2016-05-14",8,11.6855
"Rosthern, Canada 2016","2016-05-15",9,14.699875
"Rosthern, Canada 2016","2016-05-16",10,19.087625
"Rosthern, Canada 2016","2016-05-17",11,18.786
"Rosthern, Canada 2016","2016-05-18",12,18.65725
"Rosthern, Canada 2016","2016-05-19",13,20.484
"Rosthern, Canada 2016","2016-05-20",14,22.342875
"Rosthern, Canada 2016","2016-05-21",15,21.15
"Rosthern, Canada 2016","2016-05-22",16,18.40425
"Rosthern, Canada 2016","2016-05-23",17,14.164125
"Rosthern, Canada 2016","2016-05-24",18,10.885625
"Rosthern, Canada 2016","2016-05-25",19,15.4719
"Rosthern, Canada 2016","2016-05-26",20,21.1843333333333
"Rosthern, Canada 2016","2016-05-27",21,17.84275
"Rosthern, Canada 2016","2016-05-28",22,14.68825
"Rosthern, Canada 2016","2016-05-29",23,15.6869166666667
"Rosthern, Canada 2016","2016-05-30",24,13.9151666666667
"Rosthern, Canada 2016","2016-05-31",25,13.8520833333333
"Rosthern, Canada 2016","2016-06-01",26,16.866
"Rosthern, Canada 2016","2016-06-02",27,20.59625
"Rosthern, Canada 2016","2016-06-03",28,19.1483333333333
"Rosthern, Canada 2016","2016-06-04",29,21.7373333333333
"Rosthern, Canada 2016","2016-06-05",30,20.8445833333333
"Rosthern, Canada 2016","2016-06-06",31,19.6114166666667
"Rosthern, Canada 2016","2016-06-07",32,18.7083333333333
"Rosthern, Canada 2016","2016-06-08",33,24.9425
"Rosthern, Canada 2016","2016-06-09",34,24.55
"Rosthern, Canada 2016","2016-06-10",35,15.0248333333333
"Rosthern, Canada 2016","2016-06-11",36,14.1204166666667
"Rosthern, Canada 2016","2016-06-12",37,19.2274166666667
"Rosthern, Canada 2016","2016-06-13",38,22.0355
"Rosthern, Canada 2016","2016-06-14",39,22.7629166666667
"Rosthern, Canada 2016","2016-06-15",40,17.44325
"Rosthern, Canada 2016","2016-06-16",41,12.7281666666667
"Rosthern, Canada 2016","2016-06-17",42,15.726
"Rosthern, Canada 2016","2016-06-18",43,19.469
"Rosthern, Canada 2016","2016-06-19",44,16.7254166666667
"Rosthern, Canada 2016","2016-06-20",45,19.1981666666667
"Rosthern, Canada 2016","2016-06-21",46,20.1265833333333
"Rosthern, Canada 2016","2016-06-22",47,23.0338333333333
"Rosthern, Canada 2016","2016-06-23",48,24.1144166666667
"Rosthern, Canada 2016","2016-06-24",49,22.5860833333333
"Rosthern, Canada 2016","2016-06-25",50,19.0936666666667
"Rosthern, Canada 2016","2016-06-26",51,15.3900833333333
"Rosthern, Canada 2016","2016-06-27",52,22.0618333333333
"Rosthern, Canada 2016","2016-06-28",53,23.3260833333333
"Rosthern, Canada 2016","2016-06-29",54,22.6114166666667
"Rosthern, Canada 2016","2016-06-30",55,19.7788333333333
"Rosthern, Canada 2016","2016-07-01",56,16.0306666666667
"Rosthern, Canada 2016","2016-07-02",57,18.5905833333333
"Rosthern, Canada 2016","2016-07-03",58,22.6349166666667
"Rosthern, Canada 2016","2016-07-04",59,21.049
"Rosthern, Canada 2016","2016-07-05",60,18.2541666666667
"Rosthern, Canada 2016","2016-07-06",61,17.359
"Rosthern, Canada 2016","2016-07-07",62,19.0980833333333
"Rosthern, Canada 2016","2016-07-08",63,18.41175
"Rosthern, Canada 2016","2016-07-09",64,22.3726666666667
"Rosthern, Canada 2016","2016-07-10",65,19.2745833333333
"Rosthern, Canada 2016","2016-07-11",66,16.5818333333333
"Rosthern, Canada 2016","2016-07-12",67,17.29875
"Rosthern, Canada 2016","2016-07-13",68,19.5021666666667
"Rosthern, Canada 2016","2016-07-14",69,19.3571666666667
"Rosthern, Canada 2016","2016-07-15",70,22.5618333333333
"Rosthern, Canada 2016","2016-07-16",71,20.605
"Rosthern, Canada 2016","2016-07-17",72,19.3790833333333
"Rosthern, Canada 2016","2016-07-18",73,23.23225
"Rosthern, Canada 2016","2016-07-19",74,25.7371666666667
"Rosthern, Canada 2016","2016-07-20",75,22.7648888888889
"Rosthern, Canada 2016","2016-07-21",76,21.2957222222222
"Rosthern, Canada 2016","2016-07-22",77,21.3526666666667
"Rosthern, Canada 2016","2016-07-23",78,20.7787777777778
"Rosthern, Canada 2016","2016-07-24",79,20.4615
"Rosthern, Canada 2016","2016-07-25",80,21.6416666666667
"Rosthern, Canada 2016","2016-07-26",81,21.3804444444444
"Rosthern, Canada 2016","2016-07-27",82,22.3702222222222
"Rosthern, Canada 2016","2016-07-28",83,22.4301111111111
"Rosthern, Canada 2016","2016-07-29",84,21.2498888888889
"Rosthern, Canada 2016","2016-07-30",85,21.6380555555556
"Rosthern, Canada 2016","2016-07-31",86,20.9781111111111
"Rosthern, Canada 2016","2016-08-01",87,17.4199444444444
"Rosthern, Canada 2016","2016-08-02",88,21.095
"Rosthern, Canada 2016","2016-08-03",89,15.4482222222222
"Rosthern, Canada 2016","2016-08-04",90,19.2503333333333
"Rosthern, Canada 2016","2016-08-05",91,20.2948888888889
"Rosthern, Canada 2016","2016-08-06",92,22.3483888888889
"Rosthern, Canada 2016","2016-08-07",93,18.5818888888889
"Rosthern, Canada 2016","2016-08-08",94,16.4865555555556
"Rosthern, Canada 2016","2016-08-09",95,14.8292777777778
"Rosthern, Canada 2016","2016-08-10",96,16.5784444444444
"Rosthern, Canada 2016","2016-08-11",97,15.9583333333333
"Rosthern, Canada 2016","2016-08-12",98,16.0826666666667
"Rosthern, Canada 2016","2016-08-13",99,18.0713888888889
"Rosthern, Canada 2016","2016-08-14",100,21.8996111111111
"Rosthern, Canada 2016","2016-08-15",101,20.2948333333333
"Rosthern, Canada 2016","2016-08-16",102,21.5436666666667
"Rosthern, Canada 2016","2016-08-17",103,18.8656666666667
"Rosthern, Canada 2016","2016-08-18",104,14.8735555555556
"Rosthern, Canada 2016","2016-08-19",105,16.7687222222222
"Rosthern, Canada 2017","2017-05-19",0,19.1970769230769
"Rosthern, Canada 2017","2017-05-20",1,15.8656666666667
"Rosthern, Canada 2017","2017-05-21",2,13.8322083333333
"Rosthern, Canada 2017","2017-05-22",3,15.8940833333333
"Rosthern, Canada 2017","2017-05-23",4,17.8564166666667
"Rosthern, Canada 2017","2017-05-24",5,14.857375
"Rosthern, Canada 2017","2017-05-25",6,11.1409666666667
"Rosthern, Canada 2017","2017-05-26",7,13.3651388888889
"Rosthern, Canada 2017","2017-05-27",8,15.0425277777778
"Rosthern, Canada 2017","2017-05-28",9,13.9700277777778
"Rosthern, Canada 2017","2017-05-29",10,14.1207777777778
"Rosthern, Canada 2017","2017-05-30",11,14.3351666666667
"Rosthern, Canada 2017","2017-05-31",12,19.2309166666667
"Rosthern, Canada 2017","2017-06-01",13,24.5680833333333
"Rosthern, Canada 2017","2017-06-02",14,22.44275
"Rosthern, Canada 2017","2017-06-03",15,20.3065
"Rosthern, Canada 2017","2017-06-04",16,22.6675555555556
"Rosthern, Canada 2017","2017-06-05",17,22.12475
"Rosthern, Canada 2017","2017-06-06",18,18.1426388888889
"Rosthern, Canada 2017","2017-06-07",19,21.0579722222222
"Rosthern, Canada 2017","2017-06-08",20,22.5907222222222
"Rosthern, Canada 2017","2017-06-09",21,19.8593888888889
"Rosthern, Canada 2017","2017-06-10",22,10.3446944444444
"Rosthern, Canada 2017","2017-06-11",23,12.3915555555556
"Rosthern, Canada 2017","2017-06-12",24,17.18
"Rosthern, Canada 2017","2017-06-13",25,19.4910555555556
"Rosthern, Canada 2017","2017-06-14",26,14.6191111111111
"Rosthern, Canada 2017","2017-06-15",27,14.0175277777778
"Rosthern, Canada 2017","2017-06-16",28,16.1415277777778
"Rosthern, Canada 2017","2017-06-17",29,13.8043888888889
"Rosthern, Canada 2017","2017-06-18",30,15.6555555555556
"Rosthern, Canada 2017","2017-06-19",31,15.0233333333333
"Rosthern, Canada 2017","2017-06-20",32,16.5121944444444
"Rosthern, Canada 2017","2017-06-21",33,15.2473055555556
"Rosthern, Canada 2017","2017-06-22",34,11.0023333333333
"Rosthern, Canada 2017","2017-06-23",35,11.4004722222222
"Rosthern, Canada 2017","2017-06-24",36,13.573
"Rosthern, Canada 2017","2017-06-25",37,17.9245833333333
"Rosthern, Canada 2017","2017-06-26",38,18.2595277777778
"Rosthern, Canada 2017","2017-06-27",39,20.4358888888889
"Rosthern, Canada 2017","2017-06-28",40,16.7593055555556
"Rosthern, Canada 2017","2017-06-29",41,13.3323888888889
"Rosthern, Canada 2017","2017-06-30",42,16.1123888888889
"Rosthern, Canada 2017","2017-07-01",43,19.6732222222222
"Rosthern, Canada 2017","2017-07-02",44,17.72425
"Rosthern, Canada 2017","2017-07-03",45,23.4129722222222
"Rosthern, Canada 2017","2017-07-04",46,21.3749444444444
"Rosthern, Canada 2017","2017-07-05",47,20.7101666666667
"Rosthern, Canada 2017","2017-07-06",48,19.8276111111111
"Rosthern, Canada 2017","2017-07-07",49,22.0427777777778
"Rosthern, Canada 2017","2017-07-08",50,22.3388055555556
"Rosthern, Canada 2017","2017-07-09",51,21.7565833333333
"Rosthern, Canada 2017","2017-07-10",52,20.5374166666667
"Rosthern, Canada 2017","2017-07-11",53,18.2425833333333
"Rosthern, Canada 2017","2017-07-12",54,19.8913333333333
"Rosthern, Canada 2017","2017-07-13",55,22.2126111111111
"Rosthern, Canada 2017","2017-07-14",56,20.8568055555556
"Rosthern, Canada 2017","2017-07-15",57,23.1421388888889
"Rosthern, Canada 2017","2017-07-16",58,24.0485555555556
"Rosthern, Canada 2017","2017-07-17",59,15.665
"Rosthern, Canada 2017","2017-07-18",60,16.7425
"Rosthern, Canada 2017","2017-07-19",61,17.0728333333333
"Rosthern, Canada 2017","2017-07-20",62,19.7515277777778
"Rosthern, Canada 2017","2017-07-21",63,15.2866111111111
"Rosthern, Canada 2017","2017-07-22",64,18.2836666666667
"Rosthern, Canada 2017","2017-07-23",65,21.7139444444444
"Rosthern, Canada 2017","2017-07-24",66,17.6606944444444
"Rosthern, Canada 2017","2017-07-25",67,18.3736111111111
"Rosthern, Canada 2017","2017-07-26",68,20.2048055555556
"Rosthern, Canada 2017","2017-07-27",69,22.6172777777778
"Rosthern, Canada 2017","2017-07-28",70,21.3614444444444
"Rosthern, Canada 2017","2017-07-29",71,20.5228333333333
"Rosthern, Canada 2017","2017-07-30",72,23.2896666666667
"Rosthern, Canada 2017","2017-07-31",73,20.2040555555556
"Rosthern, Canada 2017","2017-08-01",74,18.0340277777778
"Rosthern, Canada 2017","2017-08-02",75,18.8340555555556
"Rosthern, Canada 2017","2017-08-03",76,18.8468333333333
"Rosthern, Canada 2017","2017-08-04",77,16.2589722222222
"Rosthern, Canada 2017","2017-08-05",78,19.9698611111111
"Rosthern, Canada 2017","2017-08-06",79,19.2364722222222
"Rosthern, Canada 2017","2017-08-07",80,19.5310277777778
"Rosthern, Canada 2017","2017-08-08",81,15.60975
"Rosthern, Canada 2017","2017-08-09",82,17.5122777777778
"Rosthern, Canada 2017","2017-08-10",83,19.7350833333333
"Rosthern, Canada 2017","2017-08-11",84,20.8769444444444
"Rosthern, Canada 2017","2017-08-12",85,20.7218611111111
"Rosthern, Canada 2017","2017-08-13",86,20.2943611111111
"Rosthern, Canada 2017","2017-08-14",87,18.7832222222222
"Rosthern, Canada 2017","2017-08-15",88,17.0727222222222
"Rosthern, Canada 2017","2017-08-16",89,15.9016388888889
"Rosthern, Canada 2017","2017-08-17",90,18.0995277777778
"Rosthern, Canada 2017","2017-08-18",91,20.0216111111111
"Rosthern, Canada 2017","2017-08-19",92,16.4088611111111
"Rosthern, Canada 2017","2017-08-20",93,13.56625
"Rosthern, Canada 2017","2017-08-21",94,15.2575
"Rosthern, Canada 2017","2017-08-22",95,16.1592777777778
"Rosthern, Canada 2017","2017-08-23",96,19.8158055555556
"Sutherland, Canada 2016","2016-04-27",0,6.426
"Sutherland, Canada 2016","2016-04-28",1,8.186
"Sutherland, Canada 2016","2016-04-29",2,14.9323333333333
"Sutherland, Canada 2016","2016-04-30",3,15.3082
"Sutherland, Canada 2016","2016-05-01",4,15.6927
"Sutherland, Canada 2016","2016-05-02",5,20.0783333333333
"Sutherland, Canada 2016","2016-05-03",6,21.1372142857143
"Sutherland, Canada 2016","2016-05-04",7,22.414
"Sutherland, Canada 2016","2016-05-05",8,21.2230714285714
"Sutherland, Canada 2016","2016-05-06",9,15.3159285714286
"Sutherland, Canada 2016","2016-05-07",10,17.8047857142857
"Sutherland, Canada 2016","2016-05-08",11,20.6019285714286
"Sutherland, Canada 2016","2016-05-09",12,10.462
"Sutherland, Canada 2016","2016-05-10",13,6.02371428571429
"Sutherland, Canada 2016","2016-05-11",14,4.57728571428571
"Sutherland, Canada 2016","2016-05-12",15,3.26471428571429
"Sutherland, Canada 2016","2016-05-13",16,6.77871428571429
"Sutherland, Canada 2016","2016-05-14",17,10.1781428571429
"Sutherland, Canada 2016","2016-05-15",18,12.4832857142857
"Sutherland, Canada 2016","2016-05-16",19,16.6503571428571
"Sutherland, Canada 2016","2016-05-17",20,17.6544285714286
"Sutherland, Canada 2016","2016-05-18",21,17.8154285714286
"Sutherland, Canada 2016","2016-05-19",22,20.9696428571429
"Sutherland, Canada 2016","2016-05-20",23,22.3115
"Sutherland, Canada 2016","2016-05-21",24,21.9999285714286
"Sutherland, Canada 2016","2016-05-22",25,15.7066428571429
"Sutherland, Canada 2016","2016-05-23",26,13.2645
"Sutherland, Canada 2016","2016-05-24",27,11.5921428571429
"Sutherland, Canada 2016","2016-05-25",28,14.3367857142857
"Sutherland, Canada 2016","2016-05-26",29,18.6000714285714
"Sutherland, Canada 2016","2016-05-27",30,16.9079285714286
"Sutherland, Canada 2016","2016-05-28",31,14.14
"Sutherland, Canada 2016","2016-05-29",32,15.7557857142857
"Sutherland, Canada 2016","2016-05-30",33,15.1021428571429
"Sutherland, Canada 2016","2016-05-31",34,14.3822857142857
"Sutherland, Canada 2016","2016-06-01",35,16.9055
"Sutherland, Canada 2016","2016-06-02",36,19.9390714285714
"Sutherland, Canada 2016","2016-06-03",37,19.4451428571429
"Sutherland, Canada 2016","2016-06-04",38,19.8507142857143
"Sutherland, Canada 2016","2016-06-05",39,19.8223571428571
"Sutherland, Canada 2016","2016-06-06",40,18.9168571428571
"Sutherland, Canada 2016","2016-06-07",41,19.9580714285714
"Sutherland, Canada 2016","2016-06-08",42,24.321
"Sutherland, Canada 2016","2016-06-09",43,23.4322857142857
"Sutherland, Canada 2016","2016-06-10",44,16.5120714285714
"Sutherland, Canada 2016","2016-06-11",45,15.7538571428571
"Sutherland, Canada 2016","2016-06-12",46,18.2662857142857
"Sutherland, Canada 2016","2016-06-13",47,20.3247857142857
"Sutherland, Canada 2016","2016-06-14",48,24.3600833333333
"Sutherland, Canada 2016","2016-06-15",49,17.3568448275862
"Sutherland, Canada 2016","2016-06-16",50,16.469027027027
"Sutherland, Canada 2016","2016-06-17",51,17.96775
"Sutherland, Canada 2016","2016-06-18",52,20.3184266666667
"Sutherland, Canada 2016","2016-06-19",53,15.4250454545455
"Sutherland, Canada 2016","2016-06-20",54,17.0537545454545
"Sutherland, Canada 2016","2016-06-21",55,18.1518909090909
"Sutherland, Canada 2016","2016-06-22",56,19.7657727272727
"Sutherland, Canada 2016","2016-06-23",57,21.5110818181818
"Sutherland, Canada 2016","2016-06-24",58,21.1760818181818
"Sutherland, Canada 2016","2016-06-25",59,16.4638454545455
"Sutherland, Canada 2016","2016-06-26",60,15.1866454545455
"Sutherland, Canada 2016","2016-06-27",61,18.8304
"Sutherland, Canada 2016","2016-06-28",62,20.2543454545455
"Sutherland, Canada 2016","2016-06-29",63,18.9923454545455
"Sutherland, Canada 2016","2016-06-30",64,18.0539816513761
"Sutherland, Canada 2016","2016-07-01",65,17.2328454545455
"Sutherland, Canada 2016","2016-07-02",66,18.0864090909091
"Sutherland, Canada 2016","2016-07-03",67,21.3444181818182
"Sutherland, Canada 2016","2016-07-04",68,17.4350181818182
"Sutherland, Canada 2016","2016-07-05",69,16.0088818181818
"Sutherland, Canada 2016","2016-07-06",70,16.0494818181818
"Sutherland, Canada 2016","2016-07-07",71,17.5723363636364
"Sutherland, Canada 2016","2016-07-08",72,17.5633
"Sutherland, Canada 2016","2016-07-09",73,21.0649363636364
"Sutherland, Canada 2016","2016-07-10",74,19.7827181818182
"Sutherland, Canada 2016","2016-07-11",75,16.6282181818182
"Sutherland, Canada 2016","2016-07-12",76,16.9239545454545
"Sutherland, Canada 2016","2016-07-13",77,17.8725
"Sutherland, Canada 2016","2016-07-14",78,17.8528
"Sutherland, Canada 2016","2016-07-15",79,17.7962090909091
"Sutherland, Canada 2016","2016-07-16",80,18.4171727272727
"Sutherland, Canada 2016","2016-07-17",81,19.4453909090909
"Sutherland, Canada 2016","2016-07-18",82,20.1947363636364
"Sutherland, Canada 2016","2016-07-19",83,22.7266090909091
"Sutherland, Canada 2016","2016-07-20",84,21.1732636363636
"Sutherland, Canada 2016","2016-07-21",85,19.6943090909091
"Sutherland, Canada 2016","2016-07-22",86,19.6105545454545
"Sutherland, Canada 2016","2016-07-23",87,19.3671545454545
"Sutherland, Canada 2016","2016-07-24",88,19.5151818181818
"Sutherland, Canada 2016","2016-07-25",89,19.7539174311927
"Sutherland, Canada 2016","2016-07-26",90,18.8712636363636
"Sutherland, Canada 2016","2016-07-27",91,19.5583090909091
"Sutherland, Canada 2016","2016-07-28",92,19.7345272727273
"Sutherland, Canada 2016","2016-07-29",93,19.5504818181818
"Sutherland, Canada 2016","2016-07-30",94,19.9509181818182
"Sutherland, Canada 2016","2016-07-31",95,19.1405636363636
"Sutherland, Canada 2016","2016-08-01",96,16.5188363636364
"Sutherland, Canada 2016","2016-08-02",97,20.0062909090909
"Sutherland, Canada 2016","2016-08-03",98,15.3538363636364
"Sutherland, Canada 2016","2016-08-04",99,17.4248636363636
"Sutherland, Canada 2016","2016-08-05",100,17.5136818181818
"Sutherland, Canada 2016","2016-08-06",101,19.6240545454545
"Sutherland, Canada 2016","2016-08-07",102,18.8513909090909
"Sutherland, Canada 2016","2016-08-08",103,16.8776181818182
"Sutherland, Canada 2016","2016-08-09",104,18.3848636363636
"Sutherland, Canada 2016","2016-08-10",105,17.2643363636364
"Sutherland, Canada 2016","2016-08-11",106,16.2937545454545
"Sutherland, Canada 2016","2016-08-12",107,15.4147887323944
"Sutherland, Canada 2016","2016-08-13",108,19.4835
"Sutherland, Canada 2016","2016-08-14",109,19.3567142857143
"Sutherland, Canada 2016","2016-08-15",110,22.7731428571429
"Sutherland, Canada 2016","2016-08-16",111,23.6210714285714
"Sutherland, Canada 2016","2016-08-17",112,20.3427857142857
"Sutherland, Canada 2016","2016-08-18",113,19.4035714285714
"Sutherland, Canada 2016","2016-08-19",114,21.0545
"Sutherland, Canada 2017","2017-05-04",0,9.0785
"Sutherland, Canada 2017","2017-05-05",1,14.033
"Sutherland, Canada 2017","2017-05-06",2,17.935
"Sutherland, Canada 2017","2017-05-07",3,21.07
"Sutherland, Canada 2017","2017-05-08",4,14.85
"Sutherland, Canada 2017","2017-05-09",5,11.322
"Sutherland, Canada 2017","2017-05-10",6,12.0336666666667
"Sutherland, Canada 2017","2017-05-11",7,13.8473333333333
"Sutherland, Canada 2017","2017-05-12",8,13.679
"Sutherland, Canada 2017","2017-05-13",9,10.4143333333333
"Sutherland, Canada 2017","2017-05-14",10,9.35866666666667
"Sutherland, Canada 2017","2017-05-15",11,10.932
"Sutherland, Canada 2017","2017-05-16",12,9.33966666666667
"Sutherland, Canada 2017","2017-05-17",13,6.461
"Sutherland, Canada 2017","2017-05-18",14,9.00783333333333
"Sutherland, Canada 2017","2017-05-19",15,17.0445
"Sutherland, Canada 2017","2017-05-20",16,15.4095
"Sutherland, Canada 2017","2017-05-21",17,13.0417
"Sutherland, Canada 2017","2017-05-22",18,14.1349
"Sutherland, Canada 2017","2017-05-23",19,17.2861333333333
"Sutherland, Canada 2017","2017-05-24",20,16.6505333333333
"Sutherland, Canada 2017","2017-05-25",21,10.0355625
"Sutherland, Canada 2017","2017-05-26",22,12.488
"Sutherland, Canada 2017","2017-05-27",23,14.256
"Sutherland, Canada 2017","2017-05-28",24,13.9601666666667
"Sutherland, Canada 2017","2017-05-29",25,16.6001428571429
"Sutherland, Canada 2017","2017-05-30",26,14.0709
"Sutherland, Canada 2017","2017-05-31",27,19.3702333333333
"Sutherland, Canada 2017","2017-06-01",28,23.9006333333333
"Sutherland, Canada 2017","2017-06-02",29,21.3762333333333
"Sutherland, Canada 2017","2017-06-03",30,20.5497333333333
"Sutherland, Canada 2017","2017-06-04",31,23.6403
"Sutherland, Canada 2017","2017-06-05",32,21.6036666666667
"Sutherland, Canada 2017","2017-06-06",33,18.5489333333333
"Sutherland, Canada 2017","2017-06-07",34,20.1917666666667
"Sutherland, Canada 2017","2017-06-08",35,23.0345
"Sutherland, Canada 2017","2017-06-09",36,19.8319333333333
"Sutherland, Canada 2017","2017-06-10",37,15.2851333333333
"Sutherland, Canada 2017","2017-06-11",38,12.6202
"Sutherland, Canada 2017","2017-06-12",39,17.0327
"Sutherland, Canada 2017","2017-06-13",40,16.9813333333333
"Sutherland, Canada 2017","2017-06-14",41,13.6117
"Sutherland, Canada 2017","2017-06-15",42,14.3147
"Sutherland, Canada 2017","2017-06-16",43,15.3452
"Sutherland, Canada 2017","2017-06-17",44,13.8928666666667
"Sutherland, Canada 2017","2017-06-18",45,15.2310666666667
"Sutherland, Canada 2017","2017-06-19",46,15.3210666666667
"Sutherland, Canada 2017","2017-06-20",47,16.1976
"Sutherland, Canada 2017","2017-06-21",48,16.6961
"Sutherland, Canada 2017","2017-06-22",49,11.3048
"Sutherland, Canada 2017","2017-06-23",50,11.459
"Sutherland, Canada 2017","2017-06-24",51,12.6605333333333
"Sutherland, Canada 2017","2017-06-25",52,16.5314666666667
"Sutherland, Canada 2017","2017-06-26",53,18.4514666666667
"Sutherland, Canada 2017","2017-06-27",54,19.8769
"Sutherland, Canada 2017","2017-06-28",55,16.7572666666667
"Sutherland, Canada 2017","2017-06-29",56,13.5965666666667
"Sutherland, Canada 2017","2017-06-30",57,14.5964333333333
"Sutherland, Canada 2017","2017-07-01",58,18.7954666666667
"Sutherland, Canada 2017","2017-07-02",59,19.2752666666667
"Sutherland, Canada 2017","2017-07-03",60,23.2027
"Sutherland, Canada 2017","2017-07-04",61,21.1722666666667
"Sutherland, Canada 2017","2017-07-05",62,20.9473
"Sutherland, Canada 2017","2017-07-06",63,19.1087
"Sutherland, Canada 2017","2017-07-07",64,20.6795666666667
"Sutherland, Canada 2017","2017-07-08",65,20.5186333333333
"Sutherland, Canada 2017","2017-07-09",66,21.2112
"Sutherland, Canada 2017","2017-07-10",67,21.5424333333333
"Sutherland, Canada 2017","2017-07-11",68,17.6959
"Sutherland, Canada 2017","2017-07-12",69,18.5054666666667
"Sutherland, Canada 2017","2017-07-13",70,21.7644
"Sutherland, Canada 2017","2017-07-14",71,20.4620333333333
"Sutherland, Canada 2017","2017-07-15",72,22.4733666666667
"Sutherland, Canada 2017","2017-07-16",73,23.7835333333333
"Sutherland, Canada 2017","2017-07-17",74,16.8939
"Sutherland, Canada 2017","2017-07-18",75,16.8247666666667
"Sutherland, Canada 2017","2017-07-19",76,16.9412666666667
"Sutherland, Canada 2017","2017-07-20",77,19.3826333333333
"Sutherland, Canada 2017","2017-07-21",78,16.0777
"Sutherland, Canada 2017","2017-07-22",79,17.306
"Sutherland, Canada 2017","2017-07-23",80,21.7843333333333
"Sutherland, Canada 2017","2017-07-24",81,19.0809666666667
"Sutherland, Canada 2017","2017-07-25",82,18.8873
"Sutherland, Canada 2017","2017-07-26",83,20.552
"Sutherland, Canada 2017","2017-07-27",84,23.4074
"Sutherland, Canada 2017","2017-07-28",85,21.9976666666667
"Sutherland, Canada 2017","2017-07-29",86,19.8203
"Sutherland, Canada 2017","2017-07-30",87,24.3101666666667
"Sutherland, Canada 2017","2017-07-31",88,19.6229666666667
"Sutherland, Canada 2017","2017-08-01",89,17.5758666666667
"Sutherland, Canada 2017","2017-08-02",90,18.3152333333333
"Sutherland, Canada 2017","2017-08-03",91,19.0975
"Sutherland, Canada 2017","2017-08-04",92,16.422
"Sutherland, Canada 2017","2017-08-05",93,19.1822333333333
"Sutherland, Canada 2017","2017-08-06",94,19.0791666666667
"Sutherland, Canada 2017","2017-08-07",95,19.2323
"Sutherland, Canada 2017","2017-08-08",96,15.3696666666667
"Sutherland, Canada 2017","2017-08-09",97,16.9452666666667
"Sutherland, Canada 2017","2017-08-10",98,19.0538666666667
"Sutherland, Canada 2017","2017-08-11",99,19.9748333333333
"Sutherland, Canada 2017","2017-08-12",100,21.0369666666667
"Sutherland, Canada 2017","2017-08-13",101,20.8772333333333
"Sutherland, Canada 2017","2017-08-14",102,18.0165
"Sutherland, Canada 2017","2017-08-15",103,16.2029
"Sutherland, Canada 2017","2017-08-16",104,17.3083666666667
"Sutherland, Canada 2017","2017-08-17",105,20.9923333333333
"Sutherland, Canada 2017","2017-08-18",106,21.3518666666667
"Sutherland, Canada 2017","2017-08-19",107,20.6776
"Sutherland, Canada 2017","2017-08-20",108,20.719
"Sutherland, Canada 2017","2017-08-21",109,20.080375
"Sutherland, Canada 2017","2017-08-22",110,19.1848333333333
"Sutherland, Canada 2017","2017-08-23",111,20.0393333333333
"Sutherland, Canada 2017","2017-08-24",112,20.438
"Sutherland, Canada 2017","2017-08-25",113,20.9546666666667
"Sutherland, Canada 2017","2017-08-26",114,20.2478333333333
"Sutherland, Canada 2017","2017-08-27",115,21.0078333333333
"Sutherland, Canada 2018","2018-05-09",0,12.76
"Sutherland, Canada 2018","2018-05-10",1,7.194
"Sutherland, Canada 2018","2018-05-11",2,4.6005
"Sutherland, Canada 2018","2018-05-12",3,6.758
"Sutherland, Canada 2018","2018-05-13",4,10.292
"Sutherland, Canada 2018","2018-05-14",5,16.46
"Sutherland, Canada 2018","2018-05-15",6,14.1455
"Sutherland, Canada 2018","2018-05-16",7,19.81
"Sutherland, Canada 2018","2018-05-17",8,18.595
"Sutherland, Canada 2018","2018-05-18",9,18.9670238095238
"Sutherland, Canada 2018","2018-05-19",10,16.3146352941176
"Sutherland, Canada 2018","2018-05-20",11,18.1375588235294
"Sutherland, Canada 2018","2018-05-21",12,23.5695941176471
"Sutherland, Canada 2018","2018-05-22",13,20.1879411764706
"Sutherland, Canada 2018","2018-05-23",14,22.1474117647059
"Sutherland, Canada 2018","2018-05-24",15,21.8842352941176
"Sutherland, Canada 2018","2018-05-25",16,18.0394705882353
"Sutherland, Canada 2018","2018-05-26",17,17.3178235294118
"Sutherland, Canada 2018","2018-05-27",18,17.1199411764706
