"Name","Alanine_Ro16","Arginine_Ro16","Aspartic.acid_Ro16","Cysteine_Ro16","Glutamic.acid_Ro16","Glycine_Ro16","Histidine_Ro16","Isoleucine_Ro16","Leucine_Ro16","Lysine_Ro16","Methionine_Ro16","Phenylalanine_Ro16","Proline_Ro16","Protein_Ro16","Serine_Ro16","Threonine_Ro16","Tryptophan_Ro16","Tyrosine_Ro16","Valine_Ro16"
"PI_431756_LSP_AGL",1.1556,2.0182,3.4847,0.2792,4.5895,1.1344,0.9745,1.2044,2.0718,1.9135,0.2862,1.383,1.1897,29.6631,1.4303,1.0202,0.2256,0.8447,1.3614
"PI_431809_LSP_AGL",1.1642,1.918,3.3213,0.2666,4.4099,1.1078,0.8535,1.1608,2.0119,1.8657,0.2884,1.3465,1.1923,28.5302,1.3638,1.0098,0.2182,0.8039,1.3157
"PI_431824_LSP_AGL",1.3216,2.1348,3.661,0.2671,4.9628,1.2488,0.9483,1.2893,2.2491,2.051,0.3115,1.4967,1.2949,31.3103,1.4985,1.1448,0.24,0.8876,1.4613
"PI_431863_LSP_AGL",1.0968,1.7622,3.081,0.2403,4.216,1.0564,0.8651,1.1117,1.9169,1.8106,0.2594,1.2918,1.1492,27.1669,1.3061,0.9571,0.2079,0.7701,1.254
"PI_431873_LSP_AGL",1.1136,1.7965,3.1402,0.2541,4.3068,1.0753,0.8122,1.1401,1.9583,1.8516,0.2656,1.3235,1.1505,27.4557,1.3434,0.9824,0.2116,0.7965,1.2844
"PI_431884_LSP_AGL",1.3002,2.1069,3.5233,0.2727,4.6995,1.1875,0.9511,1.2619,2.134,1.9991,0.282,1.4512,1.2353,30.1724,1.4857,1.0656,0.2343,0.8875,1.4466
"PI_431888_LSP_AGL",1.2186,2.1188,3.5505,0.277,4.7665,1.1559,0.8362,1.2596,2.1464,2.0099,0.278,1.4517,1.2104,29.961,1.4943,1.0993,0.2322,0.871,1.446
"PI_431893_LSP_AGL",1.1351,2.0446,3.4115,0.2619,4.5729,1.1017,0.9189,1.2008,2.0582,1.9293,0.2609,1.3993,1.1792,29.3335,1.4267,1.0472,0.2225,0.8328,1.3747
"PI_431923_LSP_AGL",1.1936,2.1333,3.5789,0.2799,4.6904,1.1434,1.0086,1.2242,2.1104,1.9483,0.2915,1.4115,1.2172,30.4767,1.4538,1.0451,0.2286,0.8628,1.3905
"PI_431980_LSP_AGL",1.4453,2.5265,4.0519,0.3089,5.4485,1.3496,1.1412,1.4331,2.4557,2.2219,0.3172,1.6488,1.3634,34.4976,1.6837,1.2117,0.2642,1.0066,1.634
"PI_432000_LSP_AGL",1.1731,1.9879,3.464,0.274,4.5693,1.1257,0.9103,1.1897,2.0578,1.9106,0.2925,1.3711,1.1796,29.3443,1.4064,1.0665,0.2244,0.8382,1.3494
"PI_432001_LSP_AGL",1.2084,2.1332,3.539,0.2723,4.8118,1.1594,0.9437,1.2689,2.1743,1.9855,0.2822,1.4624,1.249,30.5566,1.4862,1.0643,0.2274,0.8597,1.4202
"PI_432002_LSP_AGL",1.1635,1.9552,3.3715,0.2748,4.4996,1.1262,0.9319,1.1744,2.032,1.8898,0.2892,1.3609,1.1552,28.91,1.3958,1.0524,0.2219,0.839,1.3374
"PI_432005_LSP_AGL",1.2594,2.1439,3.5373,0.2676,4.8253,1.1772,0.9944,1.2632,2.1885,1.9931,0.28,1.4574,1.2495,30.9745,1.4675,1.0677,0.2363,0.8704,1.4448
"PI_432028_LSP_AGL",1.1802,1.9406,3.3316,0.2721,4.5054,1.1099,0.8753,1.1791,2.0445,1.9259,0.2823,1.3701,1.1628,28.7461,1.4041,1.0443,0.2223,0.8316,1.3468
"PI_432033_LSP_AGL",1.1384,1.8805,3.3189,0.2727,4.3345,1.0761,0.7841,1.1432,1.984,1.8624,0.2838,1.3281,1.1312,27.7504,1.3584,1.021,0.217,0.7919,1.3099
"PI_432085_LSP_AGL",1.2654,2.2737,3.6953,0.2719,5.09,1.2336,0.9794,1.3204,2.2737,2.0677,0.3016,1.529,1.2855,31.842,1.5404,1.1328,0.2362,0.9217,1.496
"PI_432106_LSP_AGL",1.2252,2.1543,3.5012,0.2579,4.8268,1.1776,1.087,1.2543,2.1653,1.9613,0.2815,1.4532,1.2624,31.0477,1.4603,1.0418,0.2308,0.87,1.4106
"PI_432124_LSP_AGL",1.13,1.8915,3.3273,0.2738,4.4199,1.0763,0.7914,1.1664,1.9989,1.8679,0.2859,1.3388,1.1545,28.1254,1.3603,0.991,0.2165,0.8098,1.3188
"PI_432145_LSP_AGL",1.1342,1.908,3.3466,0.2706,4.4342,1.09,0.8079,1.1735,2.0172,1.8905,0.2849,1.3571,1.1543,28.3111,1.3916,1.0284,0.2151,0.8099,1.3248
"PI_432147_LSP_AGL",1.1444,1.9162,3.3296,0.2724,4.4218,1.1102,0.8671,1.1608,2.0073,1.8622,0.2903,1.3425,1.1683,28.4516,1.37,1.0524,0.2157,0.8273,1.3114
"PI_432184_LSP_AGL",1.2873,2.1595,3.5821,0.2688,4.8481,1.2193,1.1365,1.2548,2.1851,1.9906,0.3028,1.4685,1.2411,30.9702,1.4818,1.1082,0.237,0.9025,1.432
"PI_432188_LSP_AGL",1.2059,1.9976,3.3868,0.2573,4.604,1.1485,0.9473,1.2076,2.0797,1.8968,0.2871,1.3966,1.1987,29.2242,1.4085,1.0004,0.2246,0.8482,1.369
"PI_432190_LSP_AGL",1.2116,2.0574,3.3272,0.244,4.7748,1.139,0.8771,1.2499,2.1509,1.9705,0.2717,1.4513,1.2327,29.8683,1.4422,1.0067,0.2187,0.8477,1.4087
"PI_432201_LSP_AGL",1.1661,2.0124,3.3589,0.2677,4.4811,1.1295,1.0329,1.177,2.0349,1.8546,0.2742,1.3729,1.1963,29.353,1.3852,1.0388,0.2231,0.8169,1.3244
"PI_432212_LSP_AGL",1.1937,2.0233,3.4878,0.2702,4.6409,1.1372,0.8974,1.1951,2.0884,1.9245,0.296,1.3882,1.1741,29.1137,1.4058,1.0228,0.2268,0.8477,1.3764
"PI_432236_LSP_AGL",1.237,2.0856,3.5336,0.2737,4.6607,1.1545,1.0061,1.2082,2.114,1.9539,0.2977,1.4078,1.2114,30.1909,1.4282,1.0872,0.2313,0.8644,1.3919
"PI_432245_LSP_AGL",1.2518,2.1557,3.48,0.2646,4.8298,1.1639,1.0078,1.2761,2.1712,1.9864,0.281,1.4673,1.2542,30.9169,1.4754,1.0222,0.2297,0.8838,1.4371
"PI_432271_LSP_AGL",1.295,2.2238,3.5705,0.2692,4.854,1.2139,1.0927,1.2819,2.2142,2.0141,0.2863,1.4862,1.2728,31.4734,1.4899,1.0925,0.237,0.8861,1.4713
"PI_432286_LSP_AGL",1.1465,2.0801,3.4316,0.2532,4.7109,1.1245,0.9984,1.2368,2.1114,1.9264,0.2617,1.4238,1.1999,30.0566,1.4477,0.9816,0.2226,0.8499,1.4091
"PI_451763_LSP_AGL",1.192,2.0522,3.3617,0.2541,4.6776,1.1441,0.9868,1.2315,2.1212,1.9567,0.2707,1.4316,1.2307,30.108,1.4349,1.0242,0.2261,0.8556,1.4072
"PI_458503_LSP_AGL",1.095,1.8249,3.1435,0.2383,4.3478,1.065,0.8852,1.1327,1.9626,1.8238,0.2656,1.3236,1.1583,27.602,1.3292,0.9286,0.2049,0.7671,1.2755
"PI_468900_LSP_AGL",1.2039,2.1676,3.5387,0.2611,4.9183,1.1952,0.9544,1.2785,2.2103,2.0213,0.2897,1.4848,1.2522,30.954,1.4902,1.0983,0.2293,0.8753,1.4519
"PI_468901_AGL",1.3962,2.3026,3.6901,0.2916,5.0496,1.2709,0.9737,1.3825,2.3208,2.1091,0.2805,1.5805,1.3245,32.4059,1.5845,1.1326,0.2435,0.9071,1.5535
"PI_468902_LSP_AGL",1.2304,2.1887,3.5828,0.2599,4.9134,1.2015,0.9982,1.275,2.2148,2.0017,0.2831,1.4866,1.2619,31.1135,1.4794,1.0774,0.2305,0.861,1.4525
"PI_472136_LSP_AGL",1.0788,1.9146,3.1845,0.2407,4.3317,1.0565,1.0423,1.133,1.9561,1.8011,0.2562,1.3228,1.142,28.2141,1.3381,0.9148,0.2068,0.7735,1.2852
"PI_472205_LSP_AGL",1.0568,1.9021,3.1611,0.2459,4.3425,1.0388,1.0224,1.1399,1.9553,1.7898,0.2517,1.3218,1.1483,28.1521,1.3272,0.9164,0.2025,0.7837,1.2771
"PI_472213_LSP_AGL",1.1784,1.9528,3.4011,0.2586,4.5287,1.1291,1.0041,1.1918,2.0481,1.8777,0.2763,1.3757,1.1958,29.3085,1.3923,1.0203,0.2222,0.8305,1.3354
"PI_472327_LSP_AGL",1.0597,1.8612,3.1213,0.2369,4.2901,1.0454,1.0134,1.1271,1.9434,1.7884,0.2521,1.3158,1.1258,27.7558,1.326,0.9477,0.2006,0.7661,1.2711
"PI_472380_LSP_AGL",1.0899,1.9384,3.256,0.2387,4.3456,1.0641,1.0363,1.1338,1.9625,1.8,0.2591,1.3166,1.1552,28.5265,1.3314,0.9664,0.2104,0.7704,1.2946
"PI_472416_LSP_AGL",1.1322,1.9434,3.3198,0.2475,4.519,1.0962,0.9944,1.1847,2.0366,1.8835,0.2653,1.3729,1.1668,29.199,1.3919,1.0121,0.2157,0.8113,1.3415
"PI_472488_LSP_AGL",1.078,1.9882,3.2348,0.2477,4.4294,1.0754,0.9312,1.1694,2.0126,1.7852,0.2521,1.351,1.1719,28.5623,1.3768,0.9461,0.2028,0.7917,1.3059
"PI_472559_LSP_AGL",1.0965,1.9343,3.2322,0.2436,4.4177,1.0677,0.9973,1.158,1.9882,1.8253,0.2553,1.3414,1.1667,28.6288,1.3506,0.9438,0.2083,0.772,1.2996
"PI_472561_LSP_AGL",1.0697,1.892,3.1871,0.2347,4.3475,1.0567,0.9671,1.1474,1.9592,1.8156,0.2456,1.3263,1.1462,28.0474,1.3379,0.9686,0.2071,0.7826,1.3008
"PI_472569_LSP_AGL",1.0409,1.8253,3.0566,0.2236,4.2488,1.0192,0.9484,1.1123,1.9131,1.7702,0.2373,1.2936,1.1301,27.3164,1.2925,0.9478,0.1995,0.7388,1.2514
"PI_472588_LSP_AGL",1.2572,2.2661,3.6504,0.266,5.0115,1.2195,1.0811,1.3154,2.2585,2.0801,0.2727,1.5202,1.2821,31.908,1.5477,1.0788,0.2385,0.8955,1.5074
"PI_472590_LSP_AGL",1.1213,1.8524,3.1348,0.2506,4.257,1.0678,0.9702,1.1268,1.9422,1.8344,0.2564,1.3101,1.149,27.7844,1.3412,0.9386,0.2143,0.8055,1.2931
"PI_472615_LSP_AGL",1.2128,2.2505,3.5722,0.2602,4.8856,1.1732,1.107,1.2678,2.177,1.9755,0.2698,1.4746,1.2787,31.2821,1.4861,1.0422,0.2289,0.8785,1.4203
"PI_472629_LSP_AGL",1.2019,2.1003,3.5153,0.2736,4.6237,1.1425,1.0095,1.2253,2.1006,1.9265,0.2654,1.4125,1.2369,30.2426,1.4431,1.0263,0.2357,0.8464,1.3892
"PI_477921_LSP_AGL",1.3025,2.2014,3.5891,0.2595,4.9335,1.2437,0.992,1.2888,2.2339,2.0303,0.2853,1.4971,1.3,31.5171,1.4923,1.1388,0.2472,0.9029,1.4675
"PI_490288_LSP_AGL",1.1928,2.135,3.4248,0.231,4.8053,1.1691,0.9884,1.2577,2.1578,1.9721,0.2686,1.4552,1.2268,30.2101,1.4681,1.0173,0.2237,0.8521,1.4405
"PI_490289_LSP_AGL",1.1651,2.1478,3.3708,0.2244,4.7751,1.1406,1.0757,1.2439,2.1389,1.9597,0.25,1.4456,1.2381,30.5723,1.4635,0.9966,0.2218,0.8281,1.4156
"PI_508090_AGL",1.2387,2.0657,3.4387,0.2499,4.8173,1.1813,0.9291,1.2661,2.1831,2.0148,0.2721,1.4662,1.2565,30.41,1.4618,1.064,0.2321,0.8615,1.4433
"PI_518731_LSP_AGL",1.2938,2.1976,3.6001,0.2787,4.9186,1.1817,0.9031,1.2984,2.2108,2.003,0.287,1.4932,1.2741,30.5687,1.4887,1.0233,0.2298,0.8752,1.4639
"PI_518733_LSP_AGL",1.239,2.193,3.5456,0.2534,4.9357,1.1929,1.0115,1.3022,2.2368,2.0627,0.2726,1.5092,1.2663,31.5582,1.5224,1.0803,0.2377,0.893,1.4907
"PI_518734_LSP_AGL",1.2223,2.0717,3.4154,0.2533,4.7732,1.1592,0.9745,1.2805,2.1777,2.0155,0.2507,1.4751,1.2152,30.4675,1.4825,1.0282,0.2351,0.8759,1.4683
"PI_533688_LSP_AGL",1.3323,2.1363,3.505,0.2552,4.8657,1.218,0.9889,1.289,2.2085,2.0264,0.2749,1.4849,1.3051,30.7028,1.4885,1.0513,0.2343,0.889,1.4569
"PI_533693_LSP_AGL",1.1958,2.2023,3.4625,0.2387,4.8552,1.1806,1.0259,1.273,2.1799,2.0044,0.2607,1.479,1.2373,30.7923,1.4901,1.0654,0.2295,0.8675,1.4664
"PI_612875_AGL",1.1623,2.1882,3.5442,0.2591,4.8157,1.1563,1.0799,1.249,2.148,1.973,0.2597,1.4443,1.2302,30.8973,1.4639,1.0423,0.2328,0.863,1.428
"PI_643451_AGL",1.1591,2.201,3.5306,0.2442,4.8074,1.1565,1.1607,1.2439,2.1443,1.9306,0.256,1.4394,1.2335,30.8088,1.4514,1.0072,0.2309,0.851,1.4178
"PI_643452_AGL",1.1355,2.1753,3.482,0.2419,4.7762,1.1402,1.0833,1.2491,2.1344,1.9418,0.2476,1.4475,1.2088,30.4825,1.4665,1.0128,0.2267,0.8367,1.4264
"Shasta_AGL",1.2974,2.2249,3.5013,0.2767,4.7926,1.18,1.1172,1.3089,2.2008,1.9992,0.2483,1.506,1.2836,31.6734,1.5184,1.0854,0.2416,0.92,1.4691
"W6_27754_LSP_AGL",1.1562,2.0095,3.371,0.2576,4.6297,1.1573,0.8615,1.2199,2.0994,1.9431,0.2776,1.422,1.2007,29.0802,1.4283,1.0835,0.2232,0.8537,1.3844
"W6_27760_LSP_AGL",1.232,2.1825,3.5409,0.2501,4.8857,1.1992,1.0082,1.2621,2.1947,1.9917,0.2763,1.4684,1.2728,30.8565,1.464,1.0903,0.2321,0.8577,1.4389
"W6_27763_LSP_AGL",1.1355,1.9341,3.306,0.248,4.5273,1.0985,0.8257,1.1909,2.0306,1.8887,0.2693,1.3738,1.1784,28.2133,1.3907,1.0025,0.2127,0.8112,1.3362
"W6_27766_LSP_AGL",1.0635,1.814,3.0581,0.2231,4.2558,1.0444,0.8985,1.1138,1.9273,1.8022,0.2468,1.3019,1.1471,27.0616,1.2908,0.9266,0.1997,0.7681,1.2671
"W6_27767_LSP_AGL",1.1218,2.0566,3.3893,0.2446,4.6277,1.1093,1.021,1.2106,2.066,1.8946,0.2582,1.3964,1.1944,29.3924,1.4156,1.0139,0.2177,0.8479,1.3719
